k1,k4
0.3707120517200232,0.07503385906685375
0.37228437886732213,0.07407032847094208
0.5147520346315666,0.10685586852597773
0.5349429254953023,0.11278443634897894
0.54417879293104,0.11207535251545392
0.6536366403498929,0.13748733837059185
0.5882318319728213,0.12270122210559194
0.5199547723635459,0.10628535519125097
0.45873146689337435,0.09206427785979786
0.3784128498355942,0.07692902707481294
